================================================================================
TripWire Report: system.txt
================================================================================

[2025-12-11 10:35:23] Warning  | Microsoft-Windows-DistributedCOM         | The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user IMQS\ScottP SID (S-1-5-21-3765721009-194660189-3906104624-18310) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool. [10016]
[2025-12-11 08:48:19] Warning  | Microsoft-Windows-Time-Service           | Time Provider NtpClient: No valid response has been received from domain controller GAIUS.imqs.local after 8 attempts to contact it. This domain controller will be discarded as a time source and NtpClient will attempt to discover a new domain controller from which to synchronize. The error was: The peer is unreachable. [24]
[2025-12-11 07:56:16] Warning  | Microsoft-Windows-DistributedCOM         | The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user IMQS\ScottP SID (S-1-5-21-3765721009-194660189-3906104624-18310) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool. [10016]
[2025-12-11 07:44:33] Error    | Microsoft-Windows-DistributedCOM         | DCOM got error "2" attempting to start the service LMS with arguments "Unavailable" in order to run the server: {7CABC14E-7C51-4AAA-AE3F-CFEB42D5016A} [10005]
[2025-12-11 07:44:33] Error    | Service Control Manager                  | The Intel(R) Management and Security Application Local Management Service service failed to start due to the following error:  The system cannot find the file specified. [7000]
[2025-12-11 07:42:21] Warning  | Microsoft-Windows-DistributedCOM         | The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user IMQS\ScottP SID (S-1-5-21-3765721009-194660189-3906104624-18310) from address LocalHost (Using LRPC) running in the application container MSTeams_25306.804.4102.7193_x64__8wekyb3d8bbwe SID (Unavailable). This security permission can be modified using the Component Services administrative tool. [10016]
[2025-12-11 07:41:54] Error    | Microsoft-Windows-GroupPolicy            | Logon script failed.  GPO Name : COMODO GPO File System Path : \\imqs.local\SysVol\imqs.local\Policies\{42582AFD-7A5C-472E-931C-4AFD3D87B553}\User Script Name: C:\Users\Public\Downloads\COMODO Web DLP Subsystem.ps1.ps1 [1130]
[2025-12-11 07:41:54] Error    | Microsoft-Windows-GroupPolicy            | Logon script failed.  GPO Name : COMODO GPO File System Path : \\imqs.local\SysVol\imqs.local\Policies\{42582AFD-7A5C-472E-931C-4AFD3D87B553}\User Script Name: C:\Users\Public\Downloads\COMODO Virtual Service Manager.ps1.ps1 [1130]
[2025-12-11 07:41:49] Warning  | Microsoft-Windows-DistributedCOM         | The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user IMQS\ScottP SID (S-1-5-21-3765721009-194660189-3906104624-18310) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool. [10016]
[2025-12-11 07:41:27] Error    | Service Control Manager                  | The MessagingService_1e516fdb service terminated with the following error:  The device is not ready. [7023]
[2025-12-11 07:41:27] Warning  | Microsoft-Windows-DistributedCOM         | The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  and APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool. [10016]
